Price,Close,High,Low,Open,Volume,SMA_50
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,
Datetime,,,,,,
2023-10-31 01:00:00+00:00,34469.28125,34549.8359375,34442.11328125,34537.5078125,66338816,
2023-10-31 02:00:00+00:00,34363.109375,34477.078125,34284.765625,34469.80078125,0,
2023-10-31 03:00:00+00:00,34240.9921875,34389.19921875,34236.3203125,34367.83984375,364823552,
2023-10-31 04:00:00+00:00,34251.83203125,34291.69921875,34213.91796875,34240.23828125,0,
2023-10-31 05:00:00+00:00,34297.28515625,34334.78125,34192.78515625,34246.98828125,219078656,
2023-10-31 06:00:00+00:00,34272.28515625,34355.796875,34195.58203125,34294.8125,504197120,
2023-10-31 07:00:00+00:00,34153.90234375,34307.34765625,34120.0546875,34262.5,0,
2023-10-31 08:00:00+00:00,34402.98828125,34420.5625,34083.30859375,34159.93359375,182626304,
2023-10-31 09:00:00+00:00,34449.53125,34471.2578125,34362.75,34423.4609375,0,
2023-10-31 10:00:00+00:00,34455.1875,34458.7890625,34369.38671875,34438.734375,0,
2023-10-31 11:00:00+00:00,34518.58203125,34548.13671875,34406.0546875,34447.1484375,119250944,
2023-10-31 12:00:00+00:00,34309.73046875,34526.921875,34301.76171875,34516.10546875,0,
2023-10-31 13:00:00+00:00,34218.953125,34348.1484375,34188.7890625,34310.35546875,0,
2023-10-31 14:00:00+00:00,34336.8203125,34374.11328125,34161.84765625,34221.9375,0,
2023-10-31 15:00:00+00:00,34290.8984375,34368.515625,34176.0625,34332.77734375,62582784,
2023-10-31 16:00:00+00:00,34435.875,34488.30859375,34258.10546875,34288.87890625,0,
2023-10-31 17:00:00+00:00,34388.40234375,34440.46484375,34375.25,34440.203125,0,
2023-10-31 18:00:00+00:00,34490.19140625,34491.03515625,34355.546875,34385.90625,0,
2023-10-31 19:00:00+00:00,34493.5078125,34569.53125,34452.47265625,34486.89453125,0,
2023-10-31 20:00:00+00:00,34647.109375,34695.45703125,34538.96875,34542.81640625,704350208,
2023-10-31 21:00:00+00:00,34477.00390625,34719.25390625,34453.9765625,34647.43359375,187508736,
2023-10-31 22:00:00+00:00,34582.87890625,34646.4453125,34473.7578125,34487.7578125,78882816,
2023-10-31 23:00:00+00:00,34668.41015625,34668.41015625,34536.70703125,34579.859375,0,
2023-11-01 00:00:00+00:00,34526.1640625,34666.66015625,34524.50390625,34657.2734375,444417024,
2023-11-01 01:00:00+00:00,34513.2578125,34573.90625,34502.97265625,34524.90234375,0,34432.8990625
2023-11-01 02:00:00+00:00,34468.6015625,34512.4765625,34451.75,34512.4765625,0,34432.846015625
2023-11-01 03:00:00+00:00,34450.3828125,34483.43359375,34424.875,34469.62890625,0,34433.017578125
2023-11-01 04:00:00+00:00,34437.93359375,34478.12890625,34407.6953125,34443.53125,177147904,34435.2603125
2023-11-01 05:00:00+00:00,34349.9140625,34447.18359375,34349.9140625,34445.41015625,0,34436.641875
2023-11-01 06:00:00+00:00,34417.3984375,34426.5625,34334.90234375,34356.9453125,0,34438.4334375
2023-11-01 07:00:00+00:00,34466.55859375,34497.53515625,34408.6875,34418.94140625,0,34442.31234375
2023-11-01 08:00:00+00:00,34449.265625,34480.5703125,34427.046875,34456.09765625,0,34445.0903125
2023-11-01 09:00:00+00:00,34483.80078125,34500.86328125,34434.01953125,34449.875,0,34450.506796875
2023-11-01 10:00:00+00:00,34382.875,34488.7421875,34373.3046875,34488.7421875,0,34450.05890625
2023-11-01 11:00:00+00:00,34444.73828125,34444.73828125,34359.015625,34388.6484375,0,34447.808203125
2023-11-01 12:00:00+00:00,34809.65625,34852.7265625,34355.21875,34431.94921875,654773248,34453.27359375
2023-11-01 13:00:00+00:00,34577.28125,35145.33984375,34442.921875,34781.2734375,2153506816,34452.676796875
2023-11-01 14:00:00+00:00,34224.0859375,34658.6640625,34170.69140625,34591.14453125,692636672,34445.19390625
2023-11-01 15:00:00+00:00,34293.30078125,34312.6796875,34199.46484375,34199.46484375,386197504,34437.42734375
2023-11-01 16:00:00+00:00,34472.09375,34540.0,34294.62890625,34296.86328125,127811584,34434.47046875
2023-11-01 17:00:00+00:00,34511.65234375,34526.92578125,34388.25390625,34472.26171875,243326976,34431.477890625
2023-11-01 18:00:00+00:00,34623.85546875,34721.26953125,34460.5625,34519.48046875,721029120,34434.478984375
2023-11-01 19:00:00+00:00,34555.45703125,34709.5546875,34520.13671875,34598.875,259905536,34438.88578125
2023-11-01 20:00:00+00:00,35369.31640625,35369.31640625,34561.5546875,34576.54296875,791609344,34459.785546875
2023-11-01 21:00:00+00:00,35408.69140625,35527.9296875,35198.21875,35431.4453125,1719650304,34479.52609375
2023-11-01 22:00:00+00:00,35268.93359375,35516.6796875,35221.98046875,35405.83203125,587100160,34495.82515625
2023-11-01 23:00:00+00:00,35439.4921875,35471.2265625,35255.08984375,35290.89453125,241899520,34513.607578125
2023-11-02 00:00:00+00:00,35446.72265625,35637.515625,35392.13671875,35441.578125,263346176,34532.87875
2023-11-02 01:00:00+00:00,35594.73046875,35638.62890625,35449.78515625,35449.78515625,287246336,34554.664765625
2023-11-02 02:00:00+00:00,35735.29296875,35919.84375,35551.07421875,35597.25,1059153920,34578.72421875
2023-11-02 03:00:00+00:00,35610.140625,35831.31640625,35597.2578125,35720.08203125,591742976,34601.54140625
2023-11-02 04:00:00+00:00,35503.16015625,35620.36328125,35486.390625,35599.65234375,180744192,34624.342421875
2023-11-02 05:00:00+00:00,35243.6875,35494.0234375,35198.74609375,35494.0234375,539508736,34644.396328125
2023-11-02 06:00:00+00:00,35251.046875,35269.8515625,35111.12109375,35219.83984375,465192960,34664.380625
2023-11-02 07:00:00+00:00,35269.953125,35351.20703125,35245.86328125,35252.91015625,0,34683.833984375
2023-11-02 08:00:00+00:00,35340.265625,35340.265625,35130.234375,35301.84765625,308854784,34705.19359375
2023-11-02 09:00:00+00:00,35400.1015625,35425.13671875,35288.08203125,35335.5859375,768692224,34730.117578125
2023-11-02 10:00:00+00:00,35407.4140625,35485.8671875,35370.73046875,35396.95703125,198066176,34750.20609375
2023-11-02 11:00:00+00:00,35392.6796875,35453.12890625,35341.05859375,35390.37109375,126210048,34769.0690625
2023-11-02 12:00:00+00:00,35384.0859375,35468.48046875,35342.1796875,35393.2265625,0,34787.64703125
2023-11-02 13:00:00+00:00,34968.9140625,35384.03125,34888.97265625,35369.76953125,0,34796.653671875
2023-11-02 14:00:00+00:00,34949.10546875,35009.58203125,34798.0546875,34955.25390625,0,34809.441171875
2023-11-02 15:00:00+00:00,34690.9296875,34945.2265625,34583.94140625,34945.2265625,48269312,34818.880703125
2023-11-02 16:00:00+00:00,34623.58203125,34732.04296875,34401.57421875,34659.15625,528009216,34824.6159375
2023-11-02 17:00:00+00:00,34765.375,34765.375,34567.609375,34650.94140625,550430720,34834.10546875
2023-11-02 18:00:00+00:00,34860.2890625,34868.8671875,34741.92578125,34777.859375,0,34842.59375
2023-11-02 19:00:00+00:00,35016.3671875,35016.3671875,34837.09375,34859.921875,0,34855.153046875
2023-11-02 20:00:00+00:00,34924.26953125,35098.01953125,34845.80859375,34992.74609375,0,34863.834609375
2023-11-02 21:00:00+00:00,34893.3046875,34957.125,34869.38671875,34917.11328125,0,34871.830546875
2023-11-02 22:00:00+00:00,34794.2734375,34914.5546875,34781.66015625,34901.875,0,34874.773828125
2023-11-02 23:00:00+00:00,34939.60546875,34942.02734375,34748.0625,34793.75390625,0,34884.025859375
2023-11-03 00:00:00+00:00,34510.0234375,34942.47265625,34483.1640625,34942.47265625,0,34882.56875
2023-11-03 01:00:00+00:00,34628.55078125,34628.55078125,34408.44921875,34517.55078125,211290112,34881.7715625
2023-11-03 02:00:00+00:00,34679.3828125,34713.1796875,34579.74609375,34613.3359375,0,34884.8359375
2023-11-03 03:00:00+00:00,34706.49609375,34709.23828125,34647.98828125,34685.1953125,0,34888.700703125
2023-11-03 04:00:00+00:00,34384.72265625,34707.2578125,34358.86328125,34706.12109375,100665344,34887.023125
2023-11-03 05:00:00+00:00,34555.2890625,34555.2890625,34373.0,34414.328125,0,34889.12125
2023-11-03 06:00:00+00:00,34466.8515625,34572.81640625,34452.52734375,34553.85546875,0,34889.699609375
2023-11-03 07:00:00+00:00,34378.15234375,34511.37109375,34378.15234375,34465.83203125,0,34890.264375
2023-11-03 08:00:00+00:00,34465.2421875,34555.8984375,34442.12109375,34442.12109375,313931776,34891.22125
2023-11-03 09:00:00+00:00,34267.80078125,34406.69140625,34267.80078125,34406.69140625,199612416,34887.24609375
2023-11-03 10:00:00+00:00,34206.3828125,34224.00390625,34154.75,34224.00390625,233797632,34882.3884375
2023-11-03 11:00:00+00:00,34255.9765625,34265.5078125,34180.234375,34255.57421875,58087424,34877.831953125
2023-11-03 12:00:00+00:00,34354.89453125,34387.96484375,34188.16015625,34188.16015625,242259968,34877.27234375
2023-11-03 13:00:00+00:00,34577.4453125,34577.4453125,34360.29296875,34430.3515625,0,34879.926484375
2023-11-03 14:00:00+00:00,34709.6015625,34752.55078125,34553.328125,34591.21484375,0,34877.925390625
2023-11-03 15:00:00+00:00,34817.296875,34853.45703125,34754.890625,34754.890625,0,34882.725703125
2023-11-03 16:00:00+00:00,34618.83203125,34816.8359375,34618.83203125,34789.25390625,0,34890.620625
2023-11-03 17:00:00+00:00,34383.734375,34637.63671875,34383.734375,34610.6484375,0,34892.429296875
2023-11-03 18:00:00+00:00,34552.58984375,34597.0078125,34401.69921875,34432.71484375,6989824,34894.03921875
2023-11-03 19:00:00+00:00,34502.44921875,34556.77734375,34455.38671875,34556.77734375,0,34893.85515625
2023-11-03 20:00:00+00:00,34630.796875,34630.796875,34592.484375,34598.80859375,0,34893.993984375
2023-11-03 21:00:00+00:00,34629.7578125,34722.0078125,34620.02734375,34620.02734375,0,34895.48
2023-11-03 22:00:00+00:00,34640.14453125,34646.65234375,34594.53125,34626.30078125,0,34880.8965625
2023-11-03 23:00:00+00:00,34733.31640625,34742.07421875,34640.3125,34647.21484375,0,34867.3890625
2023-11-04 00:00:00+00:00,34711.546875,34737.7265625,34681.87890625,34736.32421875,0,34856.241328125
2023-11-04 01:00:00+00:00,34780.73828125,34784.16796875,34661.05859375,34717.4375,0,34843.06625
2023-11-04 02:00:00+00:00,34711.8359375,34792.9609375,34704.94140625,34776.97265625,0,34828.368515625
2023-11-04 03:00:00+00:00,34728.328125,34738.05078125,34667.65625,34702.01171875,0,34811.04046875
2023-11-04 04:00:00+00:00,34685.1875,34731.125,34673.828125,34724.96484375,0,34790.038359375
2023-11-04 05:00:00+00:00,34760.765625,34760.765625,34616.69140625,34685.8984375,0,34773.050859375
2023-11-04 06:00:00+00:00,34798.33984375,34960.5234375,34748.29296875,34759.359375,433821696,34758.954453125
2023-11-04 07:00:00+00:00,34793.765625,34882.90234375,34793.765625,34798.6484375,0,34749.956015625
2023-11-04 08:00:00+00:00,34870.4140625,34881.453125,34757.359375,34786.63671875,0,34742.343359375
2023-11-04 09:00:00+00:00,34774.03125,34885.78515625,34774.03125,34865.09375,0,34732.424921875
2023-11-04 10:00:00+00:00,34769.54296875,34824.06640625,34757.96484375,34773.41015625,0,34721.01046875
2023-11-04 11:00:00+00:00,34709.7890625,34803.46484375,34709.7890625,34771.5234375,0,34707.20421875
2023-11-04 12:00:00+00:00,34779.99609375,34781.609375,34713.69921875,34732.07421875,0,34694.655859375
2023-11-04 13:00:00+00:00,34716.5625,34778.49609375,34705.14453125,34777.9375,0,34681.133515625
2023-11-04 14:00:00+00:00,34754.78125,34805.51953125,34714.39453125,34720.5703125,0,34668.547421875
2023-11-04 15:00:00+00:00,34728.83984375,34770.73828125,34689.58203125,34755.140625,0,34663.7459375
2023-11-04 16:00:00+00:00,34723.53515625,34787.39453125,34723.375,34734.1484375,0,34659.23453125
2023-11-04 17:00:00+00:00,34786.33203125,34791.734375,34716.48046875,34719.4375,0,34661.142578125
2023-11-04 18:00:00+00:00,34804.92578125,34804.92578125,34755.55078125,34785.8671875,0,34664.769453125
2023-11-04 19:00:00+00:00,34768.671875,34810.51953125,34763.6171875,34807.03515625,0,34664.835390625
2023-11-04 20:00:00+00:00,34780.40625,34782.61328125,34747.94140625,34767.078125,0,34663.237734375
2023-11-04 21:00:00+00:00,34842.48828125,34912.53125,34779.4453125,34780.6328125,0,34659.76015625
2023-11-04 22:00:00+00:00,35191.78515625,35191.78515625,34836.01171875,34845.71875,386855936,34665.11046875
2023-11-04 23:00:00+00:00,35076.4453125,35256.03125,35045.48046875,35193.73046875,317334528,34668.77328125
2023-11-05 00:00:00+00:00,35011.79296875,35106.01953125,34974.65625,35090.01171875,95566848,34673.123671875
2023-11-05 01:00:00+00:00,35094.3046875,35094.3046875,34995.05859375,35012.0234375,0,34676.21765625
2023-11-05 02:00:00+00:00,35073.5546875,35105.9296875,34979.578125,35094.421875,28797952,34687.48828125
2023-11-05 03:00:00+00:00,35321.26171875,35321.26171875,35054.375,35079.78125,246746112,34701.3425
2023-11-05 04:00:00+00:00,35184.0234375,35327.01171875,35160.31640625,35296.9453125,408317952,34711.4353125
2023-11-05 05:00:00+00:00,35199.58984375,35253.15625,35162.328125,35177.3125,0,34721.2971875
2023-11-05 06:00:00+00:00,35081.0859375,35187.171875,35076.9375,35187.171875,0,34735.224453125
2023-11-05 07:00:00+00:00,35193.890625,35193.99609375,35071.58984375,35084.5234375,0,34747.996484375
2023-11-05 08:00:00+00:00,35057.7578125,35213.328125,35052.09765625,35191.49609375,94832640,34759.814609375
2023-11-05 09:00:00+00:00,35116.578125,35155.62109375,35057.4140625,35057.4140625,8333312,34774.583125
2023-11-05 10:00:00+00:00,35162.3203125,35168.56640625,35074.49609375,35122.078125,67613696,34788.5246875
2023-11-05 11:00:00+00:00,35098.64453125,35175.984375,35087.78125,35157.3046875,117474304,34805.1415625
2023-11-05 12:00:00+00:00,35121.98046875,35191.91796875,35067.2890625,35110.578125,235470848,34823.453515625
2023-11-05 13:00:00+00:00,34904.15625,35145.51171875,34880.69921875,35121.109375,126038016,34836.417109375
2023-11-05 14:00:00+00:00,34938.640625,34963.38671875,34849.3203125,34849.3203125,369366016,34848.09203125
2023-11-05 15:00:00+00:00,34928.4921875,34946.83984375,34867.79296875,34937.64453125,53943296,34855.11296875
2023-11-05 16:00:00+00:00,34979.70703125,34990.34375,34901.359375,34916.70703125,36746240,34860.515078125
2023-11-05 17:00:00+00:00,35089.94921875,35241.2421875,34980.9921875,34983.37890625,604494848,34865.968125
2023-11-05 18:00:00+00:00,35044.26171875,35124.28515625,35030.16015625,35097.53125,156114944,34874.47671875
2023-11-05 19:00:00+00:00,35015.38671875,35126.4296875,35007.0,35050.875,120144896,34887.109765625
2023-11-05 20:00:00+00:00,35047.765625,35107.76171875,35018.0078125,35018.0078125,63847424,34897.01328125
2023-11-05 21:00:00+00:00,34682.97265625,35040.93359375,34594.2421875,35040.609375,401644544,34900.62375
2023-11-05 22:00:00+00:00,34995.54296875,34995.54296875,34681.421875,34681.421875,0,34907.918671875
2023-11-05 23:00:00+00:00,35053.41015625,35340.33984375,35017.62890625,35017.62890625,313503744,34916.39171875
2023-11-06 00:00:00+00:00,35073.39453125,35096.25,34937.984375,35044.7890625,83717120,34925.05671875
2023-11-06 01:00:00+00:00,34919.6328125,35135.07421875,34891.01171875,35078.29296875,188617728,34928.783046875
2023-11-06 02:00:00+00:00,34930.1640625,34978.7890625,34871.94921875,34913.10546875,54727680,34933.155390625
2023-11-06 03:00:00+00:00,34997.828125,35016.39453125,34871.04296875,34929.18359375,0,34937.4971875
2023-11-06 04:00:00+00:00,34894.18359375,35040.83984375,34875.01953125,35009.109375,0,34941.144140625
2023-11-06 05:00:00+00:00,34819.93359375,34924.07421875,34765.36328125,34899.91796875,121743360,34942.97625
2023-11-06 06:00:00+00:00,34880.55078125,34896.70703125,34798.58984375,34832.13671875,0,34946.883515625
2023-11-06 07:00:00+00:00,34915.37109375,34938.8515625,34849.76171875,34884.234375,0,34949.975625
2023-11-06 08:00:00+00:00,34970.70703125,34970.70703125,34874.97265625,34922.96484375,0,34953.42296875
2023-11-06 09:00:00+00:00,35122.4296875,35131.6171875,34966.3984375,34980.00390625,199724032,34959.99625
2023-11-06 10:00:00+00:00,35189.78125,35286.02734375,35122.8203125,35130.71875,291587072,34966.38359375
2023-11-06 11:00:00+00:00,35241.33984375,35248.0625,35127.56640625,35183.84375,111194112,34975.729765625
2023-11-06 12:00:00+00:00,35223.65234375,35271.5546875,35166.12109375,35251.6796875,82596864,34984.811953125
2023-11-06 13:00:00+00:00,35030.8671875,35227.89453125,34943.51171875,35226.29296875,420226048,34991.233515625
2023-11-06 14:00:00+00:00,35204.56640625,35211.75390625,35052.45703125,35052.68359375,0,34999.724921875
2023-11-06 15:00:00+00:00,35084.32421875,35227.578125,35084.32421875,35219.6171875,179473408,35007.08015625
2023-11-06 16:00:00+00:00,34987.01171875,35113.50390625,34948.4140625,35089.2734375,281458688,35011.724765625
2023-11-06 17:00:00+00:00,34983.734375,35022.546875,34912.7109375,34984.8359375,0,35016.82265625
2023-11-06 18:00:00+00:00,34972.0703125,35007.93359375,34839.359375,34988.375,134331392,35021.793359375
2023-11-06 19:00:00+00:00,35071.375,35092.4375,34940.0546875,34977.328125,69340160,35027.49421875
2023-11-06 20:00:00+00:00,35027.640625,35073.96875,34936.84765625,35069.453125,125857792,35031.948515625
2023-11-06 21:00:00+00:00,35025.25,35040.24609375,34924.60546875,35031.5078125,0,35037.080078125
2023-11-06 22:00:00+00:00,35131.59765625,35138.92578125,35032.06640625,35033.2265625,0,35044.10390625
2023-11-06 23:00:00+00:00,35038.59765625,35129.1796875,34963.22265625,35129.1796875,0,35048.02609375
2023-11-07 00:00:00+00:00,34955.625,35064.66796875,34870.71875,35047.79296875,55133184,35043.302890625
2023-11-07 01:00:00+00:00,34954.56640625,34971.33203125,34862.75390625,34947.07421875,0,35040.8653125
2023-11-07 02:00:00+00:00,34832.46875,34983.4765625,34832.46875,34951.87890625,69141504,35037.278828125
2023-11-07 03:00:00+00:00,34929.7890625,34929.7890625,34822.203125,34830.26953125,58097664,35033.988515625
2023-11-07 04:00:00+00:00,34918.31640625,34950.53515625,34842.265625,34930.54296875,0,35030.88375
2023-11-07 05:00:00+00:00,34916.51953125,34923.90625,34863.97265625,34910.69140625,330422272,35022.78890625
2023-11-07 06:00:00+00:00,34977.5703125,34979.1953125,34888.52734375,34922.9921875,12477440,35018.65984375
2023-11-07 07:00:00+00:00,34951.9296875,34975.01953125,34876.83203125,34975.01953125,50104320,35013.706640625
2023-11-07 08:00:00+00:00,34926.25,34990.0,34887.96875,34948.78125,69334016,35010.609921875
2023-11-07 09:00:00+00:00,34847.74609375,34923.828125,34745.49609375,34923.828125,143082496,35003.68703125
2023-11-07 10:00:00+00:00,34635.5234375,34794.046875,34602.90625,34794.046875,392135680,34995.24234375
2023-11-07 11:00:00+00:00,34638.75,34742.2578125,34638.75,34647.33984375,75495424,34985.68578125
2023-11-07 12:00:00+00:00,34741.703125,34755.6171875,34545.81640625,34635.62890625,65422336,34977.2734375
2023-11-07 13:00:00+00:00,34779.0234375,34779.0234375,34659.64453125,34750.984375,0,34970.881015625
2023-11-07 14:00:00+00:00,34855.16015625,34858.765625,34750.61328125,34789.42578125,0,34965.544609375
2023-11-07 15:00:00+00:00,34728.328125,34854.30859375,34660.5234375,34844.76953125,126707712,34962.028046875
2023-11-07 16:00:00+00:00,34700.3828125,34753.0859375,34661.0625,34733.26171875,0,34957.262890625
2023-11-07 17:00:00+00:00,34855.125,34855.125,34613.0234375,34684.54296875,226988032,34955.795546875
2023-11-07 18:00:00+00:00,35388.234375,35505.53515625,34854.31640625,34854.31640625,1950648320,34963.96609375
2023-11-07 19:00:00+00:00,35479.84765625,35550.1171875,35358.25,35393.33203125,752957440,34971.7640625
2023-11-07 20:00:00+00:00,35786.875,35892.41796875,35389.65625,35474.7265625,1075812352,34986.616328125
2023-11-07 21:00:00+00:00,35535.7734375,35706.84375,35520.703125,35663.3984375,698898432,34997.0240625
2023-11-07 22:00:00+00:00,35322.6484375,35503.78515625,35256.41796875,35503.78515625,585635840,35002.52171875
2023-11-07 23:00:00+00:00,35448.28125,35448.83203125,35270.37109375,35316.0,198635520,35017.827890625
2023-11-08 00:00:00+00:00,35369.87890625,35422.9921875,35283.97265625,35419.4765625,0,35025.314609375
2023-11-08 01:00:00+00:00,35402.3828125,35439.8984375,35359.80859375,35375.4296875,0,35032.2940625
2023-11-08 02:00:00+00:00,35312.71875,35400.54296875,35307.99609375,35396.78515625,0,35037.080546875
2023-11-08 03:00:00+00:00,35273.87109375,35333.87890625,35261.625,35320.49609375,0,35044.1653125
2023-11-08 04:00:00+00:00,35349.55078125,35364.2734375,35274.15625,35289.63671875,0,35052.553046875
2023-11-08 05:00:00+00:00,35278.08203125,35371.515625,35260.87109375,35358.4765625,2854912,35058.158125
2023-11-08 06:00:00+00:00,35299.05859375,35315.49609375,35193.12109375,35273.75,131149824,35066.255625
2023-11-08 07:00:00+00:00,35234.05859375,35314.40234375,35231.18359375,35290.8359375,32747520,35074.538125
2023-11-08 08:00:00+00:00,35298.6875,35332.75390625,35219.17578125,35238.7421875,149704704,35082.900859375
2023-11-08 09:00:00+00:00,35316.9453125,35338.6796875,35291.86328125,35303.06640625,0,35090.93234375
2023-11-08 10:00:00+00:00,35422.37109375,35422.37109375,35303.984375,35309.1875,0,35099.965625
2023-11-08 11:00:00+00:00,35343.34765625,35444.546875,35328.87890625,35413.484375,0,35104.383984375
2023-11-08 12:00:00+00:00,35403.0078125,35403.0078125,35332.23828125,35342.1953125,0,35108.648515625
2023-11-08 13:00:00+00:00,35408.58203125,35464.36328125,35322.50390625,35399.328125,0,35111.993359375
2023-11-08 14:00:00+00:00,35320.2109375,35439.63671875,35280.21484375,35413.03125,0,35113.92453125
2023-11-08 15:00:00+00:00,35224.5859375,35326.25390625,35147.80078125,35326.25390625,93288448,35117.79890625
2023-11-08 16:00:00+00:00,35422.1015625,35458.58984375,35189.34765625,35233.04296875,317286400,35122.149609375
2023-11-08 17:00:00+00:00,35311.88671875,35419.5859375,35240.25390625,35403.234375,0,35126.700859375
2023-11-08 18:00:00+00:00,35591.23828125,35624.33203125,35294.09375,35314.9609375,0,35138.785390625
2023-11-08 19:00:00+00:00,35658.39453125,35745.7109375,35553.0546875,35597.62109375,0,35152.27859375
2023-11-08 20:00:00+00:00,35616.21875,35746.1953125,35486.984375,35627.52734375,0,35165.1615625
2023-11-08 21:00:00+00:00,35583.50390625,35826.94140625,35429.2578125,35623.0546875,402936832,35175.404140625
2023-11-08 22:00:00+00:00,35811.23828125,35890.35546875,35590.8046875,35590.8046875,334583808,35191.07609375
2023-11-08 23:00:00+00:00,35693.82421875,35994.41796875,35693.82421875,35791.63671875,823408640,35204.447578125
2023-11-09 00:00:00+00:00,35857.17578125,35870.19140625,35592.1015625,35633.6328125,502368256,35218.959140625
2023-11-09 01:00:00+00:00,35936.69140625,36063.2734375,35779.0390625,35859.98828125,536444928,35236.921015625
2023-11-09 02:00:00+00:00,36368.56640625,36493.43359375,35879.390625,35929.48828125,1982156800,35265.17984375
2023-11-09 03:00:00+00:00,36426.12109375,36514.046875,36286.2734375,36368.11328125,761341952,35294.6109375
2023-11-09 04:00:00+00:00,36724.08203125,36822.171875,36439.02734375,36439.02734375,1161441280,35332.443203125
2023-11-09 05:00:00+00:00,36588.15625,36739.4609375,36535.5625,36718.9296875,577064960,35365.610546875
2023-11-09 06:00:00+00:00,36751.36328125,36798.8515625,36587.5,36587.5,357951488,35402.271484375
2023-11-09 07:00:00+00:00,36567.84375,36802.04296875,36542.3515625,36776.3984375,567506944,35435.29796875
2023-11-09 08:00:00+00:00,36706.1796875,36714.32421875,36552.0078125,36555.62109375,256577536,35469.87015625
2023-11-09 09:00:00+00:00,36830.0859375,36830.0859375,36603.88671875,36690.56640625,357715968,35507.43328125
2023-11-09 10:00:00+00:00,36784.66796875,36972.99609375,36745.125,36856.45703125,807583744,35544.601640625
2023-11-09 11:00:00+00:00,36823.5390625,36823.5390625,36690.2421875,36780.42578125,331593728,35584.1175
2023-11-09 12:00:00+00:00,36904.640625,37016.0625,36795.46484375,36825.02734375,869120000,35629.49984375
2023-11-09 13:00:00+00:00,37171.15625,37171.15625,36858.33984375,36900.5,923502592,35680.14796875
2023-11-09 14:00:00+00:00,37868.8125,37926.2578125,37182.7265625,37182.7265625,3467694080,35742.69015625
2023-11-09 15:00:00+00:00,37113.6484375,37902.05078125,37113.6484375,37888.96484375,2682390528,35789.38265625
2023-11-09 16:00:00+00:00,36387.1796875,37203.9765625,35893.9140625,37100.9375,3889317888,35820.023046875
2023-11-09 17:00:00+00:00,36671.4765625,36671.4765625,36014.95703125,36378.30078125,1154506752,35858.886015625
2023-11-09 18:00:00+00:00,36413.265625,36632.0234375,36337.7578125,36632.0234375,269627392,35893.143671875
2023-11-09 19:00:00+00:00,36365.09375,36430.8671875,36172.02734375,36368.90234375,0,35923.343046875
2023-11-09 20:00:00+00:00,36571.9609375,36573.71484375,36153.10546875,36384.71875,200286208,35947.017578125
2023-11-09 21:00:00+00:00,36545.8515625,36697.44921875,36479.078125,36556.58203125,0,35968.33765625
